question,answer,keyword
Tổng số tín chỉ của chương trình là bao nhiêu?,Chương trình có tổng cộng 163 tín chỉ.,số tín chỉ
Thời gian đào tạo của chương trình là bao lâu?,Chương trình được thiết kế kéo dài trong 5 năm học.,"thời gian đào tạo, 5 năm"
Bằng tốt nghiệp của chương trình do đơn vị nào cấp?,Sinh viên tốt nghiệp sẽ được nhận bằng kỹ sư Chất lượng cao Việt - Pháp do Trường Đại học Bách khoa - ĐHQG-HCM cấp.,"văn bằng tốt nghiệp, trường đại học bách khoa"
Bằng tốt nghiệp có kèm theo phụ lục nào không?,Có Phụ lục bằng đồng ký giữa Trường Đại học Bách khoa - ĐHQG-HCM và trường Đại học đối tác ở Pháp.,"phụ lục bằng, trường đối tác pháp"
Điều kiện đầu tiên để đăng ký xét tuyển vào chương trình PFIEV Xây dựng là gì?,Thí sinh phải trúng tuyển vào Trường Đại học Bách khoa - ĐHQG-HCM (không phân biệt ngành trúng tuyển và phương thức xét tuyển).,"điều kiện xét tuyển, trúng tuyển bách khoa"
Cách đăng ký nguyện vọng vào chương trình sau khi trúng tuyển Bách khoa?,"Đăng ký thông tin và nguyện vọng tại mục ""Đăng ký học CT Việt - Pháp"" ở cổng thông tin của trường Đại học Bách khoa mybk.hcmut.edu.vn/tuyensinh/login.","cách đăng ký, nguyện vọng, cổng thông tin trường, mybk"
Các khối kiến thức chung trong chương trình đào tạo bao gồm gì?,"Khối kiến thức chung của Trường Đại học Bách khoa bao gồm: Toán, Khoa học Tự nhiên, và Giáo dục chung.","kiến thức chung, toán, khoa học tự nhiên, giáo dục chung"
Khối kiến thức ngành và cơ sở ngành trong chương trình bao gồm những nội dung nào?,"Bao gồm kiến thức về: Kỹ thuật Xây dựng, Công trình xanh, Hiệu quả Năng lượng, Thiết kế Kỹ thuật, Luận văn tốt nghiệp, thực tập, đồ án.","kiến thức ngành, kỹ thuật xây dựng, công trình xanh, hiệu quả năng lượng, luận văn tốt nghiệp, thực tập"
Cơ sở vật chất và trang thiết bị thí nghiệm của ngành có đặc điểm gì?,Cơ sở vật chất và trang thiết bị thí nghiệm của ngành được trang bị hiện đại.,"cơ sở vật chất, trang thiết bị thí nghiệm"
Cơ sở vật chất hỗ trợ như thế nào cho việc đào tạo kỹ sư?,Cơ sở vật chất hoàn toàn có thể giúp đào tạo các kỹ sư Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng đạt chuẩn quốc tế.,đào tạo chuẩn quốc tế
Mức lương cho kỹ sư tốt nghiệp ngành này như thế nào?,Kỹ sư ngành Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng của Trường Đại học Bách khoa có mức lương tốt.,"mức lương, cơ hội việc làm"
Các vị trí công việc phổ biến mà kỹ sư tốt nghiệp có thể đảm nhận là gì?,"Có thể đảm nhận các vị trí như giám đốc, trưởng phòng kỹ thuật, chỉ huy trưởng công trình.","vị trí việc làm, giám đốc, trưởng phòng kỹ thuật, chỉ huy trưởng"
Những loại hình đơn vị nào tuyển dụng kỹ sư tốt nghiệp ngành này?,"Các công ty nhà nước hoặc tư nhân về tư vấn thiết kế và thi công, công ty quản lý bất động sản, các Sở Xây dựng, ban ngành Nhà nước, các công ty xây dựng quốc tế.","đơn vị tuyển dụng, công ty tư vấn thiết kế, công ty thi công, sở xây dựng, công ty quốc tế"
Có những ví dụ nào về các công ty Việt Nam tuyển dụng kỹ sư ngành này?,"Ví dụ như công ty CC1, COFICO, COTECCONS, UNICONS, các công ty quản lý bất động sản.","nhà tuyển dụng việt nam, cc1, cofico, coteccons, unicons"
Có những ví dụ nào về các công ty quốc tế (đặc biệt là Pháp) tuyển dụng kỹ sư ngành này tại Việt Nam hoặc nước ngoài?,"Ví dụ như Bachy Soletanche VN, VINCI- Structures VN.","nhà tuyển dụng quốc tế, công ty pháp, bachy soletanche, vinci"
Sinh viên ngành có cơ hội nhận học bổng từ những nguồn nào?,Sinh viên có cơ hội nhận rất nhiều loại học bổng đến từ các nhà tài trợ.,"học bổng, nhà tài trợ"
Có thể kể tên một số nhà tài trợ học bổng cho sinh viên ngành này không?,"Ví dụ như Công ty An Phong, Coteccons Group, COFICO, Lê Văn Kiểm, BMB Steel, Hội cựu sinh viên, Hiệp hội Xây dựng tỉnh Bình Dương, Công ty Tuấn Lê.","nhà tài trợ học bổng, an phong, coteccons, cofico, lê văn kiểm, bmb steel"
Sinh viên có cơ hội du học theo những chương trình nào?,"Sinh viên có cơ hội du học theo các chương trình như: Chương trình bằng đôi, Chương trình trao đổi sinh viên, Chương trình Thạc sĩ và Tiến sĩ tại Pháp và các nước nói tiếng Pháp.","cơ hội du học, chương trình bằng đôi, chương trình trao đổi, du học sau đại học"
Chương trình bằng đôi cho phép học tập bao lâu tại Pháp?,Chương trình bằng đôi cho phép sinh viên học 2 năm cuối tại Pháp.,"chương trình bằng đôi, du học pháp"
Chương trình trao đổi sinh viên bao gồm các hoạt động gì tại Pháp?,Chương trình trao đổi sinh viên bao gồm thực tập và làm luận văn tốt nghiệp tại Pháp.,"chương trình trao đổi, thực tập tại pháp, luận văn tại pháp"
"Sinh viên có thể du học bậc Sau đại học (Thạc sĩ, Tiến sĩ) ở đâu?",Có thể du học Thạc sĩ và Tiến sĩ tại các cơ sở nghiên cứu thuộc Pháp và các nước nói tiếng Pháp.,"du học sau đại học, thạc sĩ tại pháp, tiến sĩ tại pháp"
Các loại học bổng nước ngoài nào được đề cập cho sinh viên?,"Các học bổng nước ngoài được đề cập là: Học bổng Trường INSA de Lyon, Ponts ParisTech, France Excellence, Đại sứ quán Pháp tại Việt Nam, RESCIF, ERAMUS, IDEX, EFFIEL.","học bổng nước ngoài, insa de lyon, ponts paristech, france excellence, erasmus, effiel"
Địa chỉ liên hệ của chuyên ngành Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng là gì?,"Địa chỉ liên hệ là 101 tòa B6, Trường Đại học Bách khoa - ĐHQG-HCM, 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh.","địa chỉ liên hệ, trường đại học bách khoa"
Ai là người liên hệ chính của chuyên ngành?,Người liên hệ chính là TS. Võ Thị Tuyết Giang.,"người liên hệ, võ thị tuyết giang"
Chức vụ của TS. Võ Thị Tuyết Giang là gì?,TS. Võ Thị Tuyết Giang là Trưởng chuyên ngành Xây dựng dân dụng - Công nghiệp và Hiệu quả Năng lượng.,"chức vụ người liên hệ, trưởng chuyên ngành"
Số điện thoại (Zalo) liên hệ của chuyên ngành là bao nhiêu?,Số điện thoại liên hệ (Zalo) là 090 270 4323.,"số điện thoại liên hệ, zalo"
Website liên hệ của chuyên ngành là gì?,Website liên hệ của chuyên ngành là fce.hcmut.edu.vn.,website liên hệ
Địa chỉ email liên hệ của chuyên ngành là gì?,Địa chỉ email liên hệ là tuyetgiang.vo@hcmut.edu.vn.,email liên hệ
