question,answer,keyword
Những loại học bổng nào có sẵn cho sinh viên PFIEV khi học tập hoặc thực tập tại Pháp?,"Sinh viên có cơ hội nhận học bổng vùng, học bổng EIFFEL, học bổng ERASMUS....","học bổng, pháp, học bổng vùng, học bổng eiffel, học bổng erasmus"
Sinh viên xuất sắc của chương trình PFIEV có cơ hội học tiếp tại Pháp ở trường nào?,Sinh viên xuất sắc có cơ hội thi đậu trường Đại học Bách khoa Ecole Polytechnique - Palaiseau Paris.,"sinh viên xuất sắc, học tiếp, pháp, ecole polytechnique, palaiseau paris"
Thời gian học tại Ecole Polytechnique - Palaiseau Paris cho sinh viên PFIEV là bao lâu?,Thời gian học là 3 năm.,"thời gian học, ecole polytechnique"
Ngôn ngữ giảng dạy chính trong chương trình PFIEV là gì?,Ngôn ngữ sử dụng trong đa số các môn học là tiếng Việt.,"ngôn ngữ giảng dạy, tiếng việt"
Có môn học nào trong chương trình PFIEV được giảng dạy bằng tiếng nước ngoài không?,"Có, một số môn chuyên ngành vào năm cuối được giảng dạy bằng tiếng Anh hoặc tiếng Pháp.","môn học chuyên ngành, tiếng anh, tiếng pháp"
Ai là người giảng dạy các môn chuyên ngành bằng tiếng Anh hoặc tiếng Pháp?,Giảng viên của trường hoặc từ trường đối tác ở Pháp là người giảng dạy.,"giảng viên, trường đối tác pháp"
Sinh viên PFIEV có được khuyến khích tham gia nghiên cứu khoa học không?,"Có, sinh viên được khuyến khích và hỗ trợ nghiên cứu khoa học.","khuyến khích, nghiên cứu khoa học"
Nguồn hỗ trợ kinh phí cho nghiên cứu khoa học của sinh viên PFIEV đến từ đâu?,Sinh viên được hỗ trợ nghiên cứu khoa học từ nguồn kinh phí PFIEV.,"hỗ trợ kinh phí, nghiên cứu khoa học, kinh phí pfiev"
Hàng năm có sự kiện nào dành cho hoạt động nghiên cứu khoa học của sinh viên PFIEV không?,Hàng năm chương trình có tổ chức Hội nghị Nghiên cứu khoa học SV PFIEV.,"hội nghị nghiên cứu khoa học, sinh viên pfiev"
Chương trình PFIEV tại ĐH Bách khoa TP.HCM đào tạo bao nhiêu chuyên ngành?,Chương trình PFIEV tại trường ĐH Bách khoa - ĐHQG TPHCM đào tạo 8 chuyên ngành.,"chuyên ngành đào tạo, đại học bách khoa tp.hcm, số lượng chuyên ngành"
Chuyên ngành Kỹ thuật Điện (Viễn thông) trong chương trình PFIEV hợp tác với trường Pháp nào?,Hợp tác với Trường IMT Atlantique Bretagne-Pays de la Loire.,"kỹ thuật điện, viễn thông, imt atlantique"
Chuyên ngành Kỹ thuật Vật liệu (Vật liệu và Năng lượng) hợp tác với trường Pháp nào?,Hợp tác với Trường CentraleSupélec.,"kỹ thuật vật liệu, vật liệu và năng lượng, centralesupelec"
Chuyên ngành Kỹ thuật Điện (Hệ thống Năng lượng Điện) hợp tác với trường Pháp nào?,Hợp tác với Viện Bách khoa Quốc gia Toulouse (INPT).,"kỹ thuật điện, hệ thống năng lượng điện, inpt toulouse"
Chuyên ngành Kỹ thuật Cơ khí (Cơ Điện tử) hợp tác với trường Pháp nào?,"Hợp tác với Trường Bách khoa Quốc gia Grenoble (Grenoble INP, ESISAR).","kỹ thuật cơ khí, cơ điện tử, grenoble inp, esisar"
Chuyên ngành Kỹ thuật Xây dựng (Kỹ thuật và Quản lý Nước Đô thị) hợp tác với trường Pháp nào?,"Hợp tác với Trường Bách khoa Quốc gia Grenoble (Grenoble INP, Ense3).","kỹ thuật xây dựng, kỹ thuật và quản lý nước đô thị, grenoble inp, ense3"
Chuyên ngành Kỹ thuật Xây dựng (Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng) hợp tác với trường Pháp nào?,Hợp tác với Trường Ponts ParisTech (tiền thân là Trường Cầu đường Paris).,"kỹ thuật xây dựng, xây dựng dân dụng công nghiệp, hiệu quả năng lượng, ponts paristech"
Chuyên ngành Kỹ thuật Hàng không hợp tác với trường Pháp nào?,Hợp tác với Trường Đại học Quốc gia Cơ khí và Hàng không (ISAE-ENSMA).,"kỹ thuật hàng không, isae-ensma"
Chuyên ngành Kỹ thuật Vật liệu (Vật liệu Polymer và Composite) hợp tác với trường Pháp nào?,Hợp tác với Trường Quốc gia Khoa học Ứng dụng Lyon (INSA-Lyon).,"kỹ thuật vật liệu, vật liệu polymer và composite, insa-lyon"
Chuyên ngành Kỹ thuật Xây dựng (Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng) cũng hợp tác với trường Pháp nào khác?,Chuyên ngành này cũng được liệt kê hợp tác với Trường Quốc gia Khoa học Ứng dụng Lyon (INSA-Lyon).,"kỹ thuật xây dựng, xây dựng dân dụng công nghiệp, hiệu quả năng lượng, insa-lyon"
Chương trình PFIEV đã được kiểm định quốc tế chưa?,"Có, chương trình PFIEV đã được kiểm định và công nhận bởi các tổ chức quốc tế.","kiểm định quốc tế, công nhận"
Chương trình PFIEV được kiểm định và công nhận bởi Ủy ban nào của Pháp?,Chương trình được kiểm định và công nhận bởi Ủy ban văn bằng kỹ sư Pháp (Commission des Titres d'Ingénieur - CTI).,"kiểm định, ủy ban văn bằng kỹ sư pháp, cti"
Chương trình PFIEV được kiểm định và công nhận bởi Cơ quan nào của Châu Âu?,Chương trình được kiểm định và công nhận bởi Cơ quan kiểm định các chương trình đào tạo kỹ sư Châu Âu (European Network for Accreditation of Engineering Education - ENAEE).,"kiểm định, cơ quan kiểm định châu âu, enaee"
Chương trình PFIEV nhận được thương hiệu chất lượng Châu Âu nào từ ENAEE?,Chương trình nhận được thương hiệu chất lượng Châu Âu EUR-ACE Master.,"thương hiệu chất lượng, châu âu, eur-ace master, enaee"
Bộ Giáo dục & Đào tạo Việt Nam công nhận văn bằng PFIEV tương đương trình độ nào?,Bộ Giáo dục & Đào tạo xác nhận văn bằng PFIEV tương đương trình độ Thạc sĩ.,"bộ giáo dục đào tạo, văn bằng pfiev, tương đương thạc sĩ"
Việc công nhận văn bằng PFIEV tương đương trình độ Thạc sĩ có ý nghĩa gì?,Việc này có ý nghĩa trong việc xét tuyển học tiếp lên trình độ cao hơn theo đúng ngành đào tạo.,"công nhận văn bằng, trình độ thạc sĩ, xét tuyển học tiếp"
Sinh viên tốt nghiệp chương trình PFIEV có cơ hội nghề nghiệp tốt không?,"Có, chương trình liệt kê các công ty đối tác, cho thấy cơ hội nghề nghiệp.","cơ hội nghề nghiệp, sinh viên tốt nghiệp"
Chương trình PFIEV có hợp tác với những công ty đối tác nào?,"Có nhiều công ty đối tác như Schneider, VINCI, MEGGITT, HLS, Fujikura, COTECONS, VAECO, AKSELOS, BOSCH, SolarBK, EVN, VNPT, BACHY SOLETANCHE.","công ty đối tác, schneider, vinci, meggitt, hls, fujikura, coteccons, vaeco, akselos, bosch, solarbk, evn, vnpt, bachy soletanche"
Địa chỉ liên hệ của Chương trình PFIEV tại ĐH Bách khoa TP.HCM là ở đâu?,"Địa chỉ là 304 Tòa nhà B10 Trường Đại học Bách khoa - ĐHQG-HCM, 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh.","địa chỉ liên hệ, đại học bách khoa tp.hcm, lý thường kiệt"
Số điện thoại liên hệ của Chương trình PFIEV tại ĐH Bách khoa TP.HCM là bao nhiêu?,Số điện thoại là (028) 3 86 39 668.,"số điện thoại, liên hệ"
Địa chỉ email liên hệ của Chương trình PFIEV tại ĐH Bách khoa TP.HCM là gì?,Địa chỉ email là pfiev@hcmut.edu.vn.,"email liên hệ, pfiev@hcmut.edu.vn"
Trang web chính thức của Chương trình PFIEV là gì?,Trang web chính thức là www.pfiev.org.,"trang web, website, www.pfiev.org"
Chương trình PFIEV tại ĐH Bách khoa TP.HCM có kênh Youtube không?,"Có, Chương trình PFIEV tại ĐH Bách khoa TP.HCM có kênh Youtube.","kênh youtube, đại học bách khoa tp.hcm"
Chỉ tiêu tuyển sinh hàng năm cho mỗi ngành của chương trình PFIEV là bao nhiêu sinh viên?,Chỉ tiêu tuyển sinh là 25 sinh viên/ngành.,"chỉ tiêu tuyển sinh, số lượng sinh viên"
