question,answer,keyword
Mã ngành Chương trình Dạy và học bằng tiếng anh là gì?,Mã ngành Chương trình Dạy và học bằng tiếng anh là 215.,"mã ngành, chương trình tiếng anh, 215"
Chương trình cử nhân gồm bao nhiêu tín chỉ?,Chương trình cử nhân gồm 131 tín chỉ.,"chương trình cử nhân, tín chỉ, 131"
Chương trình đào tạo cử nhân bao gồm các khối kiến thức nào?,"Chương trình bao gồm các khối kiến thức cơ bản về cơ học, toán học phương pháp số cùng các môn chuyên ngành.","khối kiến thức, cơ học, toán học, phương pháp số, chuyên ngành"
Sinh viên có thể học lên các bậc học cao hơn như thế nào?,"Ngành có chương trình liên thông Đại học - Cao học, sinh viên có thể học trước một số tín chỉ cao học khi còn là sinh viên đại học để nhanh chóng có bằng Thạc sĩ, Tiến sĩ.","liên thông đại học cao học, thạc sĩ, tiến sĩ, bằng cấp cao hơn"
Cơ sở vật chất của ngành có hiện đại không?,"Có, cơ sở vật chất hiện đại, phòng thí nghiệm cầu đường đáp ứng việc học tập và nghiên cứu.","cơ sở vật chất, hiện đại, phòng thí nghiệm cầu đường"
Sinh viên tốt nghiệp ngành có khả năng tự học cao không?,"Có, sinh viên tốt nghiệp có kiến thức nền tảng rất tốt, giúp có khả năng tự học cao.","sinh viên tốt nghiệp, khả năng tự học, kiến thức nền tảng"
Sinh viên tốt nghiệp có thể làm việc ở đâu?,"Sinh viên tốt nghiệp có thể làm việc ở cơ quan nhà nước, doanh nghiệp trong ngoài nước hay làm việc, đi học nâng cao ở nước ngoài.","vị trí việc làm, cơ quan nhà nước, doanh nghiệp, làm việc nước ngoài"
Cựu sinh viên của ngành đang làm những công việc gì?,"Hiện các cựu sinh viên là chủ các doanh nghiệp, các vị trí chủ chốt ở các cơ quan nhà nước, cũng như là giảng viên ở nhiều trường đại học có tiếng.","cựu sinh viên, chủ doanh nghiệp, vị trí chủ chốt, giảng viên"
Cựu sinh viên có giúp đỡ sinh viên mới tốt nghiệp tìm việc không?,"Có, cựu sinh viên thành đạt giúp tạo điều kiện thuận lợi trong công tác tuyển dụng cho sinh viên tốt nghiệp từ ngành.","cựu sinh viên, tuyển dụng, tìm việc"
Bộ môn có mối quan hệ hợp tác với những đơn vị nào?,"Bộ môn có nhiều cựu sinh viên làm lãnh đạo ở Sở Giao thông vận tải, Ban Quản lý Dự án, Viện Khoa học và Công nghệ GTVT, các công ty thiết kế lớn như TediSouth, BR...","quan hệ hợp tác, sở giao thông vận tải, ban quản lý dự án, viện gtvt"
Sinh viên có cơ hội thực tập và làm việc ở đâu?,Sinh viên có cơ hội thực tập và làm việc ở rất nhiều nơi lân cận thành phố Hồ Chí Minh nhờ mối quan hệ của bộ môn với các đơn vị có cựu sinh viên làm việc.,"cơ hội thực tập, cơ hội làm việc, thành phố hồ chí minh"
Ngành có những loại học bổng nào?,"Bên cạnh các học bổng của Trường, Ban đại diện Cộng đồng Cựu sinh viên Phú Thọ - Bách Khoa (BKA), Ban Liên Lạc Cựu Sinh Viên Khoa Kỹ Thuật Xây Dựng (BKCONS), sinh viên có thể nhận học bổng hàng năm của Ban Liên Lạc Cựu Sinh Viên Phú Thọ - Bách Khoa ngành Cầu Đường. Học bổng trao đổi và học bổng toàn phần Sau Đại học cũng có sẵn.","học bổng, trường, bka, bkcons, cầu đường, trao đổi, toàn phần sau đại học"
Sinh viên có thể đi học nâng cao ở nước ngoài không?,"Có, nhiều cựu sinh viên đã và đang đi học ở nước ngoài (Hàn, Nhật, Úc, Ý....)","học nâng cao nước ngoài, du học"
Làm thế nào để liên hệ với bộ môn?,"Có thể liên hệ qua địa chỉ 108 tòa B6, Trường Đại học Bách khoa - ĐHQG-HCM, 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh hoặc qua Zalo, website, Facebook.","liên hệ, địa chỉ, zalo, website, facebook"
